ID,English
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"The struggle is messy and undignified. Though victorious today, if you made such an error against the King, you would surely be slain."
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,Reach for the Moon Scythe
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"The bane cowered at the sight of the moon scythe. <hero_name> was able to defeat him, and avenge the fallen wolves."
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"Sword arm pinned, you grab the Moon Scythe with your left hand. The bane leaps back. In a whirl of steel you cut it down."
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Headbutt!
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"Protected by the Helm of Heroes, <hero_name> was able to defeat the Bane's attack and send it fleeing."
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"The Helm of Heroes will protect you! You slam your head back. Crunch! Bits of beak fly everywhere. The creature shrieks, and flees."
QUEST_WOLF_3_7_QUESTINFODATA_ENCOUNTERTEXT,"You creep into the dungeon, sword ready. Wolf bodies litter the floor. Before you can reach for your blade, a bane's talon closes around your wrist."
QUEST_WOLF_3_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> crept into <quest_tile>'s depths. The Moonhowlers were dead upon the stone. As <hero_name> saw them, a Bane sprung an ambush."
QUEST_WOLF_3_7_QUESTINFODATA_JOURNALRUMOURTEXT,"The Moonhowlers, brave Wolf Clan warriors, have not returned from hunting a bane that fled into <quest_tile>."
QUEST_WOLF_3_7_QUESTINFODATA_RUMOURTEXT,"The Moonhowlers! Bravest warriors of the Wolf Clan. Champions of our clan, have vanished into the darkness."""
QUEST_WOLF_3_7_QUESTINFODATA_TITLE,Baneslayer
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Ride out the nightmare
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Whatever wyld magics were causing the dreams dealt a blow to our hero. <hero_name> was left weakened, with a troubled mind."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"The nightmares continue. Soon, you can bear it no longer and wake, whimpering like a pup. The ordeal leaves you weakened."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Whatever strange magics caused the dreams, seemed to judge <hero_name> worthy. Our hero awoke strengthened, and blessed with a gift."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Steeling yourself, your force the fear back. The dreams lose their focus. Awaking, you feel a cold stone held in your hand."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Pinch yourself awake
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Defeated by the dreams, our hero learnt nothing of the Wyld's strange grasp over Armello."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You jolt back to consciousness, sweating and exhausted. As your memory of the dream fades, a strange laughter sends shivers down your spine."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""Drink this. It will stop the seizure."""
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Spotting the damage the dream was doing, <hero_name's> doctor gave them a tonic to stop the seizures. It numbed the dream, halting any harm."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"Your doctor forces a foul smelling drink down your throat. It burns, but then a pleasant numbing dulls the pain, and you endure the dream."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""Sleep on. All is well."""
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"Through the strange ways of the brilliant fool. <hero_name> was able to resist the Wyld magic, and snatch a shred of its power."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"A voice echoes in your head. The dreams fade as your slumber deepens. Upon waking, your fool is leaning over you, trademark smile glinting."
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,Syphon the magic away
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,The wicked magic that was twisting <hero_name>'s mind was neutralised by <hero_name>'s poppet. Our hero would use it well.
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"You force yourself up and fumble for the poppet. As you touch it, the dream fades. You swear the doll's face twists in pain."
QUEST_WOLF_3_8_QUESTINFODATA_ENCOUNTERTEXT,"You set up camp in the eerie <quest_tile>. When sleep finally comes, haunting visions rip through your mind."
QUEST_WOLF_3_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,"True to the stories, <hero_name> was plagued by visions and whispering voices."
QUEST_WOLF_3_8_QUESTINFODATA_JOURNALRUMOURTEXT,Armello's people have been plagued by nightmares. Those who rest near stone circles seem the most at risk.
QUEST_WOLF_3_8_QUESTINFODATA_RUMOURTEXT,"As the rot's grip on the land tightens, Armellians have been plagued by strange dreams of hooded figures in stone circles."
QUEST_WOLF_3_8_QUESTINFODATA_TITLE,Visions in the Dark
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Call the Wyld to cleanse the Rotbeast
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"The Wyld is untamed. When <hero_name> called it, something went amiss. The creature fled with the rabbit kit."
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"The wyld flows through you. Something is wrong. A flash of pain! You collapse. When you awake, the beast, and kit, are gone."
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"<hero_name> held from violence. He called the Wyld's power to heal the beast. Cured, it swore fealty to him."
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,You channel the power of the Wyld. Howling as you feel it roar through you. The rot burns off the creature. Healed. It kneels before you
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Slay the creature
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> fought the creature on the mountaintop, and at last, slew it. The rot's corruption must be stopped."
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"The beast stands no chance against your power. You slay it, lamenting for the noble creature that it might once have been."
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,Armour yourself
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"The Rot beast had not the strength to pierce our hero's Lionheart Breastplate. <hero_name> slew the creature, freeing the kit."
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"As your approach, the beast charges. Its claws bounce harmlessly off your Lionheart Breastplate. You strike it down and free the cub."
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Raise the Wyldfyre Staff
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"With the power of the Wyldfyre Staff, <hero_name> freed Armello from the creature's tyranny. "
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,You raise the staff. Cold rushes through you. It glows. The beast explodes into fragments. The power of the Wyld seethes within you.
QUEST_WOLF_3_9_QUESTINFODATA_ENCOUNTERTEXT,"Arriving at the mountain, you scale the rocks and track the beast. You find it patrolling it's den. The Rabbit kit must be inside!"
QUEST_WOLF_3_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,"<hero_name> tracked the creature across the mountain. On the highest peak, our hero found its den, bones littered around the entrance."
QUEST_WOLF_3_9_QUESTINFODATA_JOURNALRUMOURTEXT,A rabbit kit has been dragged up into the crags of <quest_tile> by a deadly rot beast.
QUEST_WOLF_3_9_QUESTINFODATA_RUMOURTEXT,"""My son! My son has been taken by the rotbeast! It dragged him up the mountain!"""
QUEST_WOLF_3_9_QUESTINFODATA_TITLE,Purify
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Draw your weapon and fight!
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"The army of spellcasters proved too much, and defeat came quickly for our hero. The magus left them with naught but a dire word of warning."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You charge, but the magus' army is quick to overwhelm you. The lemur extends a warning claw. ""Next time our king will not be so generous."""
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"But it would take more than that to overcome the Wolf Clan's chosen hero! The battle was long, but the magus and his copies were soon slain."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"With your peak conditioning, you dispatch them all with ease. The magus falls, and a Spirit Stone rolls out of his paw."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Cut your way out of the forest.
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"But the magus and his army wouldn't have the chance! With a flash of steel, the mirror images fell, and our hero escaped into the forest."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You turn tail and flee into the woods, deftly cutting down a handful of the mirror images as you do so. Better to live to fight another day!"
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""I love a good fight! Let's kill 'em all!"""
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"The loyal berserker helped our hero succeed in the incredible battle, but the true fight was yet to come: the king's throne awaited!"
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"Drawing your weapon alongside the berserker, the two of you find the magus' army almost impossibly easy to overcome. The magus flees."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Use your own trickery
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"Mirror images are powerful illusions, but the mirror cape is just as devious. With the odds evened again, our hero sent the magus running."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"You also have tricks. You flash the mirror cape and weave through the ranks of disorientated copies. You wound the magus, and he flees."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""I can counter the spell!"""
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"The magus's sorcery was undone with a little help from <hero_name>'s apprentice. Without his trickery, he was an easy enemy to face."
QUEST_WOLF_4_1_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"The magus's eyes widen. Your apprentice leaps forward. With the wave of a paw, the illusions dissipate. You draw your weapon with a smile."
QUEST_WOLF_4_1_QUESTINFODATA_ENCOUNTERTEXT,"The lemur sneers as you approach, raising his paws, then appearing to split apart into a dozen pitch-perfect duplicates. This could be bad."
QUEST_WOLF_4_1_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The clearing was the perfect place for a trap, and the magus knew it. With the help of twelve mirror images, his plan was to slay our hero!"
QUEST_WOLF_4_1_QUESTINFODATA_JOURNALRUMOURTEXT,"The king's royal magus was rumored to be a strange, vitriolic fellow. Naturally, our hero was wary when he requested an audience."
QUEST_WOLF_4_1_QUESTINFODATA_RUMOURTEXT,"I've heard the king's personal court magus wants to meet. If I were you, I'd be prepared for anything -- mages can't be trusted."
QUEST_WOLF_4_1_QUESTINFODATA_TITLE,Split Personality
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Pry that snake's maw open and save the pup!
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> ran forward, trying to force open the snake's jaws! Alas, our hero was not strong enough to save the poor pup, and he was lost."
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"The snake strikes! You catch it mid-bite, but you don't have the strength to force the jaws open. You are wounded, and the pup perishes."
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Dashing forward, <hero_name> wrenched open its jaws, cracking them open and saving the young pup in a feat of heroism sung of to this day!"
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"The snake strikes, but so do you! You grab its jaw mid-bite and crack it wide open, pulling the shaken but still-living pup from its gullet."
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Slay the snake.
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"<hero_name> slashed and skewered the snake in an epic battle -- but while the serpent was slain, so too was the innocent young pup."
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You avoid the snake's attacks, methodically wearing it down. Unfortunately, by the time you slay it, the pup is long dead."
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""The Cub will be fine! Strike!"""
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"The Apothecary knew that he could save the cub. He urged our hero to attack. Grudgingly <hero_name> did. The cub was, indeed, saved."
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"You grind your teeth and attack. The beast falls and the cub tumbles from its jaw. Your doctor leaps over to her. ""She'll live."""
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""I know just the tune to mesmerize this serpent!"""
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"But it was <hero_name>'s loyal bard who saved the day! While he played a hypnotizing tune, our hero slew the snake and freed the pup!"
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,Your loyal bard plays a tune that lulls the serpent into a trance -- lowering its guard enough for you to slay it and free the pup safely.
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,Offer a more interesting meal
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,"The Snake's black eyes held dark hunger. Our hero had the squire to get its attention. While the beast was distracted, <hero_name> slew it."
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"You shove the squire forward. The snake spits out the cub, and snaps up the new tasty morsel. The distraction lets you slay the creature."
QUEST_WOLF_4_10_QUESTINFODATA_ENCOUNTERTEXT,"You arrive to find the villagers in a panic: the snake is attacking! You watch it snatch a young pup whole, then turn its black gaze to you!"
QUEST_WOLF_4_10_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name> arrived to find the vile beast in the midst of an attack -- a young pup already consumed whole! Our hero sprang into action.
QUEST_WOLF_4_10_QUESTINFODATA_JOURNALRUMOURTEXT,A terrifying serpent held sway over a small Wolf Clan village in the plains -- our hero had been called upon to end its reign of tyranny!
QUEST_WOLF_4_10_QUESTINFODATA_RUMOURTEXT,Seems a big ol' snake's been terrorizin' some Wolf Clan farmers nearby. They say there's some treasure in it if you can help 'em!
QUEST_WOLF_4_10_QUESTINFODATA_TITLE,The Gaping Maw
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"""You'll get nothing from me!"""
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero suffered greatly that day, twisted by the King's foul torture. <hero_name> escaped eventually, but was never the same again."
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Sadly, you lack the strength needed to fight the torturer, and you pass out from the pain. You escape eventually, but as a changed creature."
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"But our hero is the chosen one of the Wolf Clan! No torture would break them, and escape was swift. No soldiers survived in our hero's wake!"
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You grit your teeth and fight through the pain, slowly loosening your bonds enough to slay the torturer and escape with a fellow prisoner."
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"""Wolf Clan secrets? Well..."""
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"This was not our hero's finest hour, to be sure. After revealing Wolf Clan secrets, the soldiers laughed -- this coward could never be king!"
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,You shrink away from the torturer and reveal all. The King's Guard laugh at your cowardice and realize you're no threat to the throne.
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""Oh, I designed these locks. Want me to open 'em?"""
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"As luck would have it, our hero's loyal blacksmith follower had designed the very locks restraining them! The pair escaped unharmed."
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"As the very blacksmith who made your restraints, your loyal follower is quick to free you from the King's Guard. You both escape unharmed."
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""Amateur's locks."""
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"No lock could hold a seasoned Spymaster. Once free, our hero banded with her, and together, they escaped <quest_tile>."
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"The Spymaster shifts their wrist and an impossible angle. She grins as the locks pop open. Together, you fight your way free."
QUEST_WOLF_4_11_QUESTINFODATA_ENCOUNTERTEXT,"You awaken in a prison cell deep in the forest, waylaid by the King's Guard. A royal torturer looms over you, demanding Wolf Clan secrets."
QUEST_WOLF_4_11_QUESTINFODATA_JOURNALENCOUNTERTEXT,"In a deep, dank barrow, <hero_name> was captured by the King's Guard -- threatened with torture lest they reveal the secrets of their Clan!"
QUEST_WOLF_4_11_QUESTINFODATA_JOURNALRUMOURTEXT,The King's Guard knew our hero vied for the throne -- and they would stop at nothing to prevent that from happening. A trap was set...
QUEST_WOLF_4_11_QUESTINFODATA_RUMOURTEXT,"I'd advise caution traveling near that barrow -- the King's Guard know you have eyes on the throne, and if they catch you, I fear the worst."
QUEST_WOLF_4_11_QUESTINFODATA_TITLE,Royal Torture
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Knock over the totem.
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero valiantly moved to strike down the totem, but its foul energy proved too great a foe. The Rot had found a way into our hero's mind."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You try to push the totem off the altar, but you unfortunately lack the strength to do so. The Rot spreads, corrupting your mind and body."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"Our hero summoned their strength and charged without reservation, smashing the foul totem and freeing the forest of its evil grip."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"Summoning your strength, you drive your shoulder straight into the totem. It gives, crashing to the ground and halting the ritual for good."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Try to contain the power of the totem.
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Our hero did not destroy this evil object, but instead contained its power through the Wyld. The totem remains there to this very day."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You summon the Wyld to cut off the totem's power instead of destroying it outright. However, it shall always remain a potential threat..."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,The Wyld Talisman glows with strange energy...
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,But the awful power of the totem stood no chance against <hero_name>'s Wyld Talisman! A pure light purged the forest of its evil forever.
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"Your Wyld Talisman radiates with a pure light. Holding it aloft, you feel the totem's power dissipating, absorbed by the powerful talisman."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,You have totems of your own...
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"The foul Rot magic radiated power. Although distasteful, our hero recognised the power within it. <hero_name> used the poppet to harness it."
QUEST_WOLF_4_12_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"The magic within the altar is being funneled into the totem. As you place the poppet upon it, the magic shifts into the doll. It will come in handy."
QUEST_WOLF_4_12_QUESTINFODATA_ENCOUNTERTEXT,"Deep in the forest you find the source of the strange happenings: an altar devoted to the Rot! A foul totem sits upon it, radiating power."
QUEST_WOLF_4_12_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The source, it turned out, was a vile altar devoted to the Rot, and a strange magical totem radiating foul, corrupting energy."
QUEST_WOLF_4_12_QUESTINFODATA_JOURNALRUMOURTEXT,"A strange force was at work in the nearby woods, and locals had asked our brave hero to venture within and uncover its source."
QUEST_WOLF_4_12_QUESTINFODATA_RUMOURTEXT,Word is some strange happenings have been going on in that forest. Locals want you to take a look and put a stop to whatever it is.
QUEST_WOLF_4_12_QUESTINFODATA_TITLE,The Rot Totem
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Storm the fortress and slay the slavers.
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"Our hero stormed the fortress with the best of intentions, but was quickly overpowered and forced to flee. The slaves were never freed."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"You burst through the gate, but are quickly overwhelmed. Before your execution in the main square, you make a daring last-minute escape."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,"This madness could not be allowed to continue! Our hero stormed the fortress in a fury, slaying the guards and freeing each and every slave."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"You smash open the front gate and cut a bloody path through the slavers. The slaves are freed, and you gain a follower from their ranks."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Free who you can without fighting.
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Knowing the slavers would prove a difficult adversary, our hero crept through the fortress, freeing the slaves in one fell swoop."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,"You sneak, in slaying a handful of guards as you free the slaves. The fortress remains, but when you're ruler, you resolve to destroy it."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""There has to be supply tunnels."""
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,"Realising that a mountain fortress needs underground supply lines, the miner found a secret entrance. Getting the slaves out was easy."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"Trusting your miner's wits, you stroll after her. After a few moments searching, she reveals an underground entrance."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,Wield the Royal Shield in your attack.
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,"Wielding the ancient Royal Shield, not a single slaver blade found our hero, and the fortress was quickly freed of their foul presence."
QUEST_WOLF_4_2_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"Storming the gate, you heft the Royal Shield high, blocking all blows from the slavers. You are victorious, and the slaves are freed."
QUEST_WOLF_4_2_QUESTINFODATA_ENCOUNTERTEXT,"After an arduous climb, you stand before the slavers' fortress. The sounds of pain and suffering can clearly be heard beyond these walls."
QUEST_WOLF_4_2_QUESTINFODATA_JOURNALENCOUNTERTEXT,"The trail of clues led our hero to a mountaintop fortress, where cries of anguish carried far on harsh, bitter winds."
QUEST_WOLF_4_2_QUESTINFODATA_JOURNALRUMOURTEXT,A most vile rumor had spread throughout the land: the king was enslaving his own people! Our hero resolved to get to the bottom of things.
QUEST_WOLF_4_2_QUESTINFODATA_RUMOURTEXT,"I don't want to believe it, but rumor is our king is enslaving his own people! Maybe you could find out more..."
QUEST_WOLF_4_2_QUESTINFODATA_TITLE,The Fortress Above
QUEST_WOLF_4_3_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,Draw your weapon and battle the Bane.
QUEST_WOLF_4_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,"When our hero clashed against the evil beast, a torrent of corrosive Rot nearly slew <hero_name>, forcing them to flee in failure."
QUEST_WOLF_4_3_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,"Clashing against the Bane proves to be your undoing. Pierced by tendrils of pure evil, you're nearly consumed by the Rot."
QUEST_WOLF_4_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,The battle that ensued would go down in Armellian history as one of the greatest the land had ever seen. The Bane's evil was cleansed.
QUEST_WOLF_4_3_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"With honed fighting skills worthy of the northern wolves' best, you emerge victorious, freeing the town."
QUEST_WOLF_4_3_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,Lead the townspeople to safety.
QUEST_WOLF_4_3_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,"Knowing the Bane's evil touch would be all-corrupting, <hero_name> helped the townsfolk escape their doomed village."
