ID,SimplifiedChinese
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,你偷偷靠近篝火。不料，一只幼崽发现了你，开始嚎叫起来，你还没来得及偷听。狼群散开，他们召开会议的原因不明。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name>渗入会议中。在会议进行到高潮时，你从隐蔽处突然冲出来，获得了不知所措的狼群的忠诚。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,"狼群实际上在质疑你的智力。为证明你的""精明""，你突然从隐蔽处冲出来。他们的首领很满意，于是加入了你。"
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,拔剑相对。让叛国者去死。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>依靠他们的声誉，利用一把刀平息了任何反抗的想法。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你用狼族的刀剑向背叛发起挑战，提醒你的狼群谁才是最强者。他们不情不愿地跪下了。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""微妙？你有没有听说过<hero_name>的精妙之处？"""
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,见此情景，我们英雄的诗人向前一跃，唱起<hero_name>的冒险事迹。这些故事似乎化解了狼群的疑虑。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,你的诗人讲到了你每一个英勇事迹的故事。讲完的时候，狼还记得他们为什么首先发誓效忠。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""智力？这就是为什么我在这里！"""
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,狼被商人的话羞辱，重申对<hero_name>的效忠。忠诚度是很重要的，而我们的英雄可以指挥它。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"你的商人走上前。""<hero_name>拥有智力去请教。""他瞪着眼。""也有抓住你在暗处密谋的智力。"""
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,"""做个榜样"""
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,面对<hero_name>的愤怒，狼重申了他们的忠诚。只需要一条人命，这对乌鸦嘴匕首而言轻而易举。
QUEST_WOLF_3_4_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,"你将乌鸦嘴匕首握在手中靠了过去。在狼反应之前，你一跃而起，并干掉了长老。""够微妙？""你咆哮着说。"
QUEST_WOLF_3_4_QUESTINFODATA_ENCOUNTERTEXT,到达会议场地之后，你看到一群狼围在一堆篝火四周。他们似乎正在质疑你是否足够精明可以统治。
QUEST_WOLF_3_4_QUESTINFODATA_JOURNALENCOUNTERTEXT,狼群的秘密被揭开了。他们确实在秘密召开会议。<hero_name>肯定不能让他们得逞。
QUEST_WOLF_3_4_QUESTINFODATA_JOURNALRUMOURTEXT,<hero_name>听说狼族成员计划背着他们召开一次秘密会议。会议将在<quest_tile>举行。
QUEST_WOLF_3_4_QUESTINFODATA_RUMOURTEXT,"""狼族在这里召开了一个会议。你不应该知道的。"""
QUEST_WOLF_3_4_QUESTINFODATA_TITLE,朋友之疑
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,说服暴徒放过这个村庄。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,暴徒的愤怒遏止不住。<hero_name>被迫逃离，将蟾蜍交由可怕的命运摆布。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,愤怒的暴徒指责你同情小偷。他们发起攻击。你被迫逃离，蟾蜍的家园在你身后熊熊燃烧起来。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,只有<hero_name>进行熟练的谈判才能拯救这个村庄。为表示感谢，蟾蜍将宝藏献给了我们的英雄。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,暴徒受你的口才左右。他们安然无恙地离开了村子。蟾蜍为了对你表示感谢，将他们隐藏的宝藏之一献给了你。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,捣毁贼窝
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>牵头发起了摧毁蟾蜍村的行动。为了阿门罗的利益，必须做出牺牲。小偷必须受到惩罚。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你将被冤枉村民的愤怒发泄到倒霉的蟾蜍身上。无论有罪与否，他们的村庄被烧毁了。正义得以伸张。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""你必须过我这关！"""
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,我们英雄的狂战士不会让无辜者蒙冤倒下。他站在人群前面，用目光压到他们。单枪匹马。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,狂战士是蟾蜍和暴徒之间的一堵肉体和钢铁之墙。无人敢触发他无尽的愤怒。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,吓走暴徒
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,暴徒不得不停下来。因为他们不听道理，我们的英雄通过激活诅咒的贝恩之爪使他们在恐慌中逃离。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,如果你不能带来希望，就带来恐惧。你从贝恩之爪中放出一些被捕获的腐化。暴徒逃走了。其中一个掉落了一件有用的武器。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,举起皇家旗帜
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄以国王的名义呼吁和平。虽然没有遭到攻击，但让他们却步的是<hero_name>的话，而非国王的话。
QUEST_WOLF_3_5_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,国王的话仍然有分量。你介入暴徒和营地之间。没有人当出头鸟。没有流血牺牲。
QUEST_WOLF_3_5_QUESTINFODATA_ENCOUNTERTEXT,在一群愤怒的暴徒前面，你冲进泥潭之中。穿过一片倒胃口的迷雾，蟾蜍村进入了视野之中。暴徒们发出血腥呼唤！
QUEST_WOLF_3_5_QUESTINFODATA_JOURNALENCOUNTERTEXT,在泥潭深处水域，小偷被暴露了出来。一个小小的蟾蜍村庄隐藏在迷雾中。
QUEST_WOLF_3_5_QUESTINFODATA_JOURNALRUMOURTEXT,一群不满的农民请求我们的英雄带领他们袭击躲在<quest_tile>的小偷
QUEST_WOLF_3_5_QUESTINFODATA_RUMOURTEXT,"""污秽的生物潜伏在沼泽中。他们偷我们农场的东西！你愿意带领我们对抗他们吗？"""
QUEST_WOLF_3_5_QUESTINFODATA_TITLE,泥潭蟾蜍
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,说服马戏团继续前进
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,戏团虽然在继续前进，但却是牢骚满腹，抱怨声此起彼伏。直到我们的英雄意识到自己的钱包不见了，<hero_name>才感觉任务完成了。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,鹿被激怒了，厉声辱骂开来，然后愤然离开。他们走了很久之后，你才意识到自己的口袋被扒了。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,在<hero_name>的请求下，鹿同意离开。他们留下了一块灵石作为礼物。鹿族确实奇怪。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,占卜者困惑不已，便接受了你的请求。她命令她的弟兄们走开。她离开之前，对你低声说了一个神秘的谜语，并将什么东西塞到了你手里。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,威胁鹿
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,鹿来时多快，离开时就有多快。他们离开时，怀尔德似乎受到了扰动。或许鹿族德鲁伊的传说是真的……
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,鹿悄无声息地收拾行装离开了。当他们在地平线上消失时，你感到有什么不对劲。怀尔德躁动不安。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""小心，他们在监视……"""
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,鹿比当初所想的更危险。幸运的是，<hero_name>的王牌间谍很快就提醒我们的英雄，然后他们逃走了。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,有个声音在你耳边提醒你鹿的敌视目光。你意识到自己面临的风险然后离开。你的王牌间谍点头表示赞同。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""<hero_name>，我们必须离开。现在！"""
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,鹿是王牌盗贼。幸运的是，<hero_name>的同伴们只是好一点。
QUEST_WOLF_3_6_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,"你的魔法师将你拖离营地。""他们扒了你的口袋。""他说着，举起一个钱袋。""我又把它扒了回来。"""
QUEST_WOLF_3_6_QUESTINFODATA_ENCOUNTERTEXT,到<quest_tile>之后，你朝着马戏团营地走去。他们确实很奇怪。一名雄鹿占卜者朝你这边走过来。
QUEST_WOLF_3_6_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name>找到了马戏团。里面的鹿族确实非常古怪。也许是他们在幕后操纵着奇怪的魔法。
QUEST_WOLF_3_6_QUESTINFODATA_JOURNALRUMOURTEXT,奇怪的魔法导致<quest_tile>天气发生了变化。据说是一个神秘的鹿族马戏团造成的。
QUEST_WOLF_3_6_QUESTINFODATA_RUMOURTEXT,天空在几秒钟从暴风雨闪变为大晴天！我知道一定是该死的鹿族马戏团在背后操纵着！要给他们一个教训！
QUEST_WOLF_3_6_QUESTINFODATA_TITLE,暴风雨和晴天
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,唤起内心的力量。挣脱束缚！
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>成功打败了这头野兽，但却在这个过程中因其有毒的腐化而受伤。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,贝恩与你展开抗争。你挣开了它的控制，但仍被这个生物的喙刺入身体，毒害了你的灵魂。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,贝恩被击败了，它逃到了地牢的深处，留下一个伟大的宝藏。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你感觉你的精神爆发了。怀尔德正在你的体内流淌。贝恩尖叫着。它逃到黑暗之中，在逃跑的过程中丢下了什么东西。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,拔出匕首
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>死里逃生，击败了贝恩。如果月之嚎兽看到了这场战斗，他们定会感到羞耻。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,这场斗争混乱无比，毫无威严。尽管今天获胜了，但是如果你对国王犯下这样一个错误，你肯定会被杀死的。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,拿到月之镰刀
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,贝恩见到月之镰刀便畏缩不前。<hero_name>得以击败他，为倒下的狼报仇。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,右臂被定住，你用左手夺取月之镰刀。贝恩跳回。你武器一抡，将其击倒。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,头槌！
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,在英雄头盔的保护下，<hero_name>能挫败贝恩的攻击，并迫使其逃走。
QUEST_WOLF_3_7_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,英雄头盔会保护你！你猛地将头后仰。咔擦！喙缘到处飞舞。动物发出尖叫，并且逃走了。
QUEST_WOLF_3_7_QUESTINFODATA_ENCOUNTERTEXT,你潜入地牢，抽出刀，准备战斗。狼的尸体扔了一地。你还没来得及伸手拿到你的剑，手腕就被贝恩的魔爪抓住了。
QUEST_WOLF_3_7_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name>潜入<quest_tile>深处。月之嚎兽已经死在了灵石上。当<hero_name>看到他们时，贝恩展开了一场伏击。
QUEST_WOLF_3_7_QUESTINFODATA_JOURNALRUMOURTEXT,月之嚎兽——勇敢的狼族战士——前去追猎逃进<quest_tile>的贝恩，至今未归。
QUEST_WOLF_3_7_QUESTINFODATA_RUMOURTEXT,"月之嚎兽！勇敢的狼族战士。我们家族的冠军消失在了黑暗之中。"""
QUEST_WOLF_3_7_QUESTINFODATA_TITLE,贝恩杀手
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,安然度过噩梦
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,不管怀尔德施了什么魔法，造成了这些给我们英雄以沉重打击的噩梦。<hero_name>的力量被削弱了，陷入了困境。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,噩梦仍在继续。很快，你无法再忍受它了，便醒来了，像一只小狗一样呜咽着。这场苦难削弱了你的力量。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,不管是什么奇怪的魔法造成了这些噩梦，似乎都认定<hero_name>配得上这份考验。我们的英雄醒来时变得更强，还获得了一份馈赠。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,为了磨练自己，你尽力抑制自己的恐惧。这些噩梦失去了焦点。醒来时，你感觉有块冰冷的石头在你爪上。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,将自己掐醒
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,我们的英雄被噩梦打败，对于怀尔德对阿门罗的奇怪控制一无所知。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你恢复了意识，出汗不止，疲惫不堪。随着你对噩梦的记忆逐渐变淡，你听见了一阵奇怪的笑声，你感到自己的脊背发凉。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,喝了这个。它就不会发作了。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>的医生指出梦境的伤害，给了他们一剂强心剂以阻止发作。这种药麻木了梦境，停止了任何伤害。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,你的医生强制将恶臭的药灌进了你的喉咙。它火烧火辣，但随后一阵愉悦的麻木缓和了疼痛，你承受住了梦境。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""睡吧。一切都很好。"""
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,借助聪明傻瓜的奇怪方式，<hero_name>能够抵抗怀尔德魔法，并抢夺其力量的一小部分。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,一个声音回响在你脑海。当你睡眠加深时，梦境褪去。醒来后，你的傻瓜俯身看着你，带着招牌式的灿烂微笑。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,吸走魔法
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,扭曲<hero_name>心灵的邪恶魔法被<hero_name>的傀儡抵消。我们的英雄会很好地利用它。
QUEST_WOLF_3_8_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,你强迫自己向上摸索傀儡。当你摸到它时，梦境消失了。你发誓傀儡的脸痛苦地扭曲着。
QUEST_WOLF_3_8_QUESTINFODATA_ENCOUNTERTEXT,你在<quest_tile>扎营。当睡意终于来临的时候，你的脑海里却突然浮现出令人难以忘怀的异象。
QUEST_WOLF_3_8_QUESTINFODATA_JOURNALENCOUNTERTEXT,与传言一样，<hero_name>深受各种异象和窃窃私语的声音的折磨。
QUEST_WOLF_3_8_QUESTINFODATA_JOURNALRUMOURTEXT,阿门罗公民被噩梦困扰。那些在石头阵附近的休息者似乎最危险。
QUEST_WOLF_3_8_QUESTINFODATA_RUMOURTEXT,随着腐化对这片土地的控制日益收紧，兜帽身影立于石环之中的怪梦一直困扰着阿门罗的居民。
QUEST_WOLF_3_8_QUESTINFODATA_TITLE,黑暗中的异象
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,召唤怀尔德净化腐化野兽
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,怀尔德难以控驭。当<hero_name>召唤它时，有什么地方出了问题。这个生物与幼兔一起逃跑了。
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,怀尔德正在你的体内流淌。出事儿了。一瞬间的痛苦！你瘫倒下来。当你醒来时，野兽和幼兔都不见了。
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name>抑制自己不使用暴力。他召唤怀尔德的力量来治愈野兽。治愈后，野兽宣誓效忠于他。
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你引导怀尔德的力量，感受它在你体内奔涌，不禁放声嚎叫。腐化从这生物身上燃尽。它痊愈了，跪在你面前
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,杀死那个生物
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>在山顶上与生物展开战斗，最后杀死了它。必须阻止腐化的侵蚀。
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,野兽没有机会对抗你的力量。你杀死了它，为它曾经可能是多么高贵的生物而唏嘘不已。
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,武装自己
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,腐兽的力量不足以刺破我们英雄的狮心胸甲。<hero_name>干掉了这个生物，救出了幼兔。
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,当你靠近时，野兽开始冲锋。它的爪子从你的狮心胸甲反弹开，毫发无损。你击倒它并解救了幼崽。
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,举起怀尔德法杖
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,借助怀尔德焰杖的力量，<hero_name>将阿门罗从这头生物的暴政中解救出来。 
QUEST_WOLF_3_9_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,你举起法杖。寒意贯穿全身。它发出光芒。野兽爆炸成碎片。怀尔德的力量在你体内翻腾。
QUEST_WOLF_3_9_QUESTINFODATA_ENCOUNTERTEXT,到达山上之后，你开始在岩石上攀爬，追踪野兽。你发现它正在它的兽穴巡逻。兔群肯定在里面！
QUEST_WOLF_3_9_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name>翻过山追踪生物。在最高的山峰上，我们的英雄发现了他的兽穴，入口处骨头散落了一地。
QUEST_WOLF_3_9_QUESTINFODATA_JOURNALRUMOURTEXT,一只幼兔被一只受致命腐化侵蚀的野兽拖到了<quest_tile>的峭壁上。
QUEST_WOLF_3_9_QUESTINFODATA_RUMOURTEXT,"""我的孩子！我的孩子被腐化的野兽带走了！野兽把他拖上了山！"""
QUEST_WOLF_3_9_QUESTINFODATA_TITLE,净化
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,撬开蛇的咽喉，拯救小狗！
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>向前跑去，试图强行掰开蛇的嘴巴！唉，我们的英雄不够强大，无法拯救可怜的小狗，它就这样丧命了。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,蛇出击了！你在蛇咬住你的时候抓到了它，但却没有力量迫使它张开嘴巴。你受伤了，小狗也丧命了。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,<hero_name>向前冲过去，掰开并击碎了它的嘴巴，从而拯救了年幼的小狗，这一英勇的壮举至今仍广为颂传！
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,蛇出击了，你也出手了！你在它咬住的瞬间抓住它的下巴并用力掰开，把受惊不已但还活着的小狗从它的食道里拉了出来。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,杀掉蛇。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,<hero_name>对着蛇大肆挥击并刺穿了它的身体，成就了一段史诗之战——但当毒蛇被杀死的时候，年幼无辜的小狗也不幸丧命。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你闪避着蛇的袭击，有条不紊地消耗它的力气。不幸的是，当你杀死它的时候，小狗也早已丧命。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_2_ACTIONTEXT,"""幼崽不会有事！攻击！"""
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_JOURNALTEXT,药剂师知道他可以拯救幼崽。他敦促我们的英雄开展攻击。<hero_name>勉强做到了。幼崽的确得救了。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_2_DEFAULTOUTCOME_OUTCOMETEXT,"你咬牙切齿并展开攻击。野兽倒下了，而幼崽从它的下颚翻滚下来。你的医生跳到她身旁。""她会活下来。"""
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_3_ACTIONTEXT,"""我知道有首曲子正好能催眠这条蛇！"""
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_JOURNALTEXT,但这是<hero_name>忠实的诗人扭转了败局！当他演奏催眠乐曲时，我们的英雄干掉了蛇并解救了小狗！
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_3_DEFAULTOUTCOME_OUTCOMETEXT,你忠实的诗人演奏曲调将蛇催眠得恍恍惚惚——降低其防卫足以让你干掉它，并安全地解救小狗。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_4_ACTIONTEXT,提供一份更有趣的餐点
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_JOURNALTEXT,蛇的黑眼睛显露出黑暗的饥饿感。我们的英雄让侍从吸引他的注意力。当野兽东张西望时，<hero_name>干掉了它。
QUEST_WOLF_4_10_QUESTINFODATA_ACTIONS_4_DEFAULTOUTCOME_OUTCOMETEXT,你将侍从推向前。蛇吐出幼崽，匆匆吞下这份新的美味。趁着这分神的工夫，你干掉了这个生物。
QUEST_WOLF_4_10_QUESTINFODATA_ENCOUNTERTEXT,你到达的时候发现村民们都陷于极度恐慌之中：蛇开始攻击啦！你看到它抢走了一只年幼的小狗，然后以其黑色的目光注视着你！
QUEST_WOLF_4_10_QUESTINFODATA_JOURNALENCOUNTERTEXT,<hero_name>到达后发现邪恶的野兽正在展开攻击——一只年幼的小狗整个都已经被它吞掉了！我们的英雄迅速采取行动。
QUEST_WOLF_4_10_QUESTINFODATA_JOURNALRUMOURTEXT,一条可怕的毒蛇正控制着平原上一个小狼族村庄——我们的英雄受召前去终结其暴政！
QUEST_WOLF_4_10_QUESTINFODATA_RUMOURTEXT,似乎有一只巨大的蛇一直在对附近一些狼族农民实施恐怖统治。他们说如果你能帮助他们的话，就能得到某种宝藏！
QUEST_WOLF_4_10_QUESTINFODATA_TITLE,血盆大口
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_ACTIONTEXT,"""你从我这里什么都得不到！"""
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_JOURNALTEXT,那天我们的英雄受到了国王残忍酷刑的极大摧残。<hero_name>最后终于逃脱了，但就再也不一样了。
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_DEFAULTOUTCOME_OUTCOMETEXT,可悲的是，你缺乏对抗刑讯者所需的力量，因痛苦难以忍受而晕了过去。你最后终于逃脱了，但却变成了另外一个生物。
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_JOURNALTEXT,但我们的英雄是狼族选中的天命之人！任何酷刑都不会击垮他们，而且他们成功逃脱。在我们的英雄过处，士兵无一幸存！
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_0_TESTSUCCESSOUTCOME_OUTCOMETEXT,你咬紧牙关，忍着痛苦继续挣脱，慢慢松开了镣铐，杀死了刑讯者并和一名囚犯同伴一起逃跑了。
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_1_ACTIONTEXT,"""狼族的秘密？这个……"""
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_JOURNALTEXT,可以肯定的是，这不是我们英雄的光荣时刻。但在泄露了狼族的秘密之后，士兵们都笑了——这个懦夫永远当不了国王！
QUEST_WOLF_4_11_QUESTINFODATA_ACTIONS_1_DEFAULTOUTCOME_OUTCOMETEXT,你在刑讯者面前退缩了，泄露了所有秘密。国王守卫嘲笑你的懦弱，意识到你对王座没有任何威胁。
